order_detail_id,order_id,item_id,quantity
1575,1741,240,3
1576,938,168,2
1577,1183,36,4
1578,1426,124,3
1579,1838,38,2
1580,447,206,2
1581,1506,167,1
1582,742,186,5
1583,209,174,2
1584,772,244,4
1585,1392,216,2
1586,1897,15,1
1587,729,250,4
1588,368,242,1
1589,241,132,3
1590,1216,112,2
1591,1285,185,4
1592,502,9,1
1593,494,102,4
1594,620,177,5
1595,1955,45,4
1596,1589,178,1
1597,1593,119,4
1598,564,162,4
1599,753,3,1
1600,239,22,1
1601,1002,165,5
1602,461,6,5
1603,1174,147,4
1604,561,178,1
1605,1627,152,2
1606,787,124,4
1607,612,147,2
1608,204,84,1
1609,1462,233,5
1610,379,104,1
1611,807,143,5
1612,1605,208,5
1613,1001,17,5
1614,1715,150,5
1615,1462,210,1
1616,1544,193,2
1617,1978,169,1
1618,371,221,5
1619,1424,47,1
1620,1137,115,3
1621,252,11,2
1622,1178,53,2
1623,180,144,3
1624,1744,193,1
1625,174,32,5
1626,612,94,5
1627,352,109,1
1628,509,77,1
1629,1938,243,5
1630,1853,201,3
1631,1350,137,4
1632,287,148,4
1633,1424,81,5
1634,1866,91,5
1635,1103,131,2
1636,1409,26,1
1637,486,10,2
1638,291,77,2
1639,1961,35,5
1640,1131,56,5
1641,736,72,2
1642,1494,160,4
1643,153,141,3
1644,534,98,2
1645,820,117,1
1646,1935,66,4
1647,1926,178,2
1648,1098,53,1
1649,1290,188,3
1650,1297,179,2
1651,1464,96,5
1652,1347,166,5
1653,1239,42,4
1654,1683,40,3
1655,1614,112,4
1656,54,247,5
1657,507,20,3
1658,256,137,1
1659,1401,141,4
1660,136,85,1
1661,744,233,3
1662,1594,70,2
1663,1780,205,2
1664,561,3,1
1665,773,249,2
1666,776,244,1
1667,1604,237,1
1668,360,135,3
1669,1206,211,4
1670,196,136,3
1671,1435,147,3
1672,1130,70,5
1673,203,230,1
1674,350,82,4
1675,371,89,5
1676,1130,153,4
1677,977,152,2
1678,531,3,5
1679,1461,40,2
1680,293,97,5
1681,1507,69,1
1682,1881,186,3
1683,1449,200,2
1684,1389,156,4
1685,1448,118,2
1686,899,91,4
1687,1029,74,3
1688,1951,110,5
1689,1929,184,2
1690,626,163,1
1691,1941,79,4
1692,1579,81,1
1693,1300,21,1
1694,1495,62,1
1695,339,148,1
1696,174,191,3
1697,1135,238,4
1698,1656,224,1
1699,1971,243,4
1700,1387,131,2
1701,983,128,5
1702,1404,174,5
1703,1430,32,4
1704,29,158,2
1705,1866,213,1
1706,1463,109,5
1707,1536,89,2
1708,1514,170,5
1709,1401,156,1
1710,1244,115,2
1711,1382,239,5
1712,1851,58,2
1713,154,94,2
1714,1053,91,1
1715,866,127,4
1716,350,96,1
1717,693,234,2
1718,1704,139,1
1719,595,77,4
1720,602,68,2
1721,5,189,5
1722,807,56,3
1723,1903,239,5
1724,1692,229,1
1725,1916,119,5
1726,1738,125,1
1727,729,2,5
1728,943,85,3
1729,725,28,1
1730,717,228,2
1731,824,91,1
1732,208,111,4
1733,405,22,5
1734,1054,231,2
1735,842,32,4
1736,15,40,3
1737,464,121,4
1738,767,77,3
1739,878,229,2
1740,1099,208,3
1741,223,113,4
1742,332,36,3
1743,1531,112,1
1744,736,227,2
1745,227,49,3
1746,83,35,4
1747,863,191,3
1748,1846,9,2
1749,1365,51,4
1750,1966,171,3
1751,244,108,4
1752,1127,127,2
1753,666,193,4
1754,1028,186,4
1755,270,29,1
1756,1624,6,2
1757,319,89,5
1758,28,197,2
1759,107,174,3
1760,880,250,5
1761,1511,3,4
1762,984,75,3
1763,996,22,4
1764,508,159,2
1765,1494,131,2
1766,511,72,1
1767,1770,68,2
1768,1365,211,4
1769,407,122,1
1770,1436,187,5
1771,1252,47,2
1772,1751,152,2
1773,470,31,2
1774,822,10,3
1775,394,238,2
1776,874,5,5
1777,409,24,1
1778,779,105,5
1779,628,180,2
1780,455,87,4
1781,982,16,5
1782,875,165,1
1783,624,29,3
1784,745,72,3
1785,1458,108,2
1786,656,230,1
1787,373,11,1
1788,107,170,3
1789,435,74,4
1790,574,233,5
1791,207,111,2
1792,517,243,4
1793,745,86,3
1794,229,25,1
1795,1399,142,2
1796,679,93,3
1797,1522,200,5
1798,1084,155,3
1799,488,167,3
1800,431,150,4
1801,179,228,1
1802,268,162,5
1803,247,11,5
1804,1984,234,2
1805,396,181,4
1806,1896,26,1
1807,1929,140,5
1808,703,78,4
1809,1559,52,5
1810,1477,40,1
1811,262,50,4
1812,1128,183,3
1813,1826,225,5
1814,1998,89,3
1815,919,162,1
1816,1866,112,1
1817,989,108,5
1818,1908,244,5
1819,1620,6,2
1820,1228,71,2
1821,594,12,5
1822,125,204,2
1823,1517,209,4
1824,1014,176,5
1825,1783,132,1
1826,339,113,5
1827,787,144,4
1828,821,156,3
1829,424,48,1
1830,328,147,2
1831,1213,179,1
1832,1801,238,5
1833,933,129,5
1834,531,78,2
1835,607,182,3
1836,1131,31,2
1837,459,12,5
1838,488,75,1
1839,1310,38,3
1840,1900,35,3
1841,1789,203,1
1842,1316,64,2
1843,1095,30,1
1844,1329,89,5
1845,1992,95,3
1846,171,243,5
1847,541,185,2
1848,837,230,5
1849,604,84,1
1850,1282,209,1
1851,1688,92,2
1852,1497,248,3
1853,362,66,1
1854,1101,169,5
1855,218,185,4
1856,1937,168,3
1857,1782,161,5
1858,1129,53,4
1859,452,84,3
1860,418,149,4
1861,319,115,2
1862,1495,186,4
1863,755,38,4
1864,192,127,2
1865,941,48,2
1866,387,146,4
1867,1932,187,2
1868,1327,73,1
1869,636,42,2
1870,1675,101,5
1871,385,18,2
1872,148,110,2
1873,932,233,4
1874,206,186,5
1875,282,187,1
1876,1236,26,4
1877,787,6,1
1878,1693,4,1
1879,271,64,1
1880,549,37,5
1881,28,203,1
1882,1962,203,1
1883,1111,189,3
1884,1747,182,1
1885,415,36,4
1886,1556,145,4
1887,1671,42,3
1888,680,123,2
1889,500,15,5
1890,1418,69,5
1891,253,6,1
1892,211,140,3
1893,211,131,4
1894,291,1,2
1895,50,59,4
1896,790,38,3
1897,1343,74,2
1898,1888,226,4
1899,1407,227,1
1900,1008,44,1
1901,460,27,3
1902,732,20,5
1903,684,31,3
1904,1891,237,1
1905,1835,12,5
1906,310,46,4
1907,1087,86,5
1908,372,174,4
1909,308,229,3
1910,1280,210,3
1911,714,225,1
1912,556,235,4
1913,1356,95,3
1914,1661,233,1
1915,1616,1,2
1916,1593,168,2
1917,656,38,4
1918,915,185,4
1919,1669,18,1
1920,1184,110,3
1921,297,24,3
1922,262,47,4
1923,723,82,4
1924,869,124,4
1925,1233,204,3
1926,284,206,2
1927,785,108,5
1928,1019,138,5
1929,1009,137,5
1930,1683,59,4
1931,172,149,4
1932,1080,148,2
1933,1440,23,2
1934,741,1,2
1935,1743,5,3
1936,1144,122,2
1937,1887,29,1
1938,1867,90,3
1939,1739,218,2
1940,604,118,2
1941,1711,219,5
1942,1991,239,4
1943,497,54,2
1944,115,192,2
1945,241,247,2
1946,774,188,1
1947,1426,248,4
1948,762,14,1
1949,1358,149,1
1950,977,215,5
1951,1783,41,1
1952,301,94,2
1953,162,63,1
1954,26,146,4
1955,307,196,2
1956,963,191,2
1957,1533,136,3
1958,963,106,3
1959,910,201,1
1960,588,29,2
1961,123,226,1
1962,1238,193,2
1963,1031,42,1
1964,812,214,4
1965,1393,243,4
1966,1135,183,3
1967,1883,147,5
1968,627,182,2
1969,868,239,2
1970,557,250,1
1971,1069,97,2
1972,1522,55,4
1973,1268,15,2
1974,804,48,5
1975,1240,216,1
1976,1673,178,4
1977,978,81,4
1978,1695,98,2
1979,112,206,3
1980,1325,109,2
1981,553,28,1
1982,160,93,5
1983,1595,217,3
1984,58,62,3
1985,334,139,1
1986,134,55,5
1987,23,194,3
1988,385,142,2
1989,1308,238,1
1990,493,69,1
1991,1168,145,1
1992,1155,203,4
1993,94,13,3
1994,191,242,3
1995,18,92,3
1996,1964,102,5
1997,400,81,4
1998,1487,92,2
1999,1440,173,1
2000,679,105,5
2001,207,129,2
2002,49,151,4
2003,977,151,1
2004,595,42,2
2005,1398,119,1
2006,1813,161,1
2007,1952,184,2
2008,1812,56,2
2009,1575,184,2
2010,1974,129,5
2011,1493,156,5
2012,1906,197,3
2013,917,202,2
2014,695,75,3
2015,1277,220,4
2016,82,229,4
2017,490,54,5
2018,1243,20,2
2019,1162,161,4
2020,200,207,1
2021,293,197,3
2022,1121,223,1
2023,1022,25,4
2024,643,44,3
2025,331,18,3
2026,1181,94,3
2027,183,19,2
2028,1456,198,4
2029,529,122,3
2030,1563,225,4
2031,1332,237,2
2032,1925,32,5
2033,1000,11,3
2034,1760,74,4
2035,838,220,5
2036,1879,175,2
2037,903,94,5
2038,1731,160,3
2039,766,22,4
2040,1037,116,3
2041,1797,225,1
2042,1272,165,1
2043,1518,203,2
2044,1434,211,5
2045,17,40,1
2046,596,97,2
2047,1168,103,1
2048,457,100,4
2049,1371,24,3
2050,955,120,5
2051,1844,210,4
2052,224,22,2
2053,1499,28,4
2054,1574,111,2
2055,823,85,1
2056,650,88,5
2057,996,55,4
2058,235,72,4
2059,79,140,2
2060,1943,121,2
2061,1312,55,3
2062,1164,9,5
2063,1586,98,1
2064,1918,207,3
2065,1618,111,4
2066,438,14,2
2067,1778,6,4
2068,553,65,2
2069,172,37,1
2070,561,104,1
2071,611,224,4
2072,1785,108,5
2073,439,172,3
2074,377,213,1
2075,190,230,4
2076,701,247,3
2077,337,51,3
2078,1930,108,4
2079,974,138,2
2080,1978,179,4
2081,727,234,5
2082,797,211,1
2083,1149,201,5
2084,407,20,5
2085,1263,38,3
2086,1361,211,3
2087,30,39,4
2088,1913,38,4
2089,1771,82,1
2090,1623,249,4
2091,539,134,1
2092,923,242,2
2093,1300,116,5
2094,200,10,2
2095,1528,49,4
2096,1427,140,2
2097,1231,97,2
2098,713,54,2
2099,1991,174,5
2100,1957,4,3
2101,1667,94,1
2102,619,230,3
2103,1029,210,1
2104,1433,128,4
2105,848,106,3
2106,722,213,5
2107,873,134,3
2108,233,238,2
2109,940,110,3
2110,363,142,5
2111,334,139,4
2112,782,73,4
2113,1299,73,5
2114,1921,237,1
2115,180,207,1
2116,184,167,1
2117,1263,239,4
2118,213,128,5
2119,1899,140,1
2120,1298,114,5
2121,1191,207,1
2122,1368,75,4
2123,434,58,4
2124,1130,98,1
2125,401,220,4
2126,1947,32,3
2127,1982,204,4
2128,846,233,4
2129,16,241,3
2130,1602,58,5
2131,581,69,3
2132,630,215,4
2133,1379,62,1
2134,1844,233,4
2135,67,4,1
2136,315,203,3
2137,1722,210,5
2138,1680,190,5
2139,651,86,2
2140,1965,147,4
2141,496,143,4
2142,395,158,4
2143,1697,14,5
2144,879,33,4
2145,1492,45,4
2146,1852,82,5
2147,325,112,2
2148,204,182,2
2149,1033,31,5
2150,1607,101,3
2151,1715,142,2
2152,1943,83,2
2153,191,24,1
2154,896,3,5
2155,314,8,5
2156,1450,140,1
2157,1172,98,1
2158,1521,188,2
2159,930,163,3
2160,383,62,2
2161,609,50,5
2162,1722,63,4
2163,1578,67,1
2164,564,22,2
2165,1285,6,5
2166,1776,27,1
2167,941,238,5
2168,252,28,2
2169,579,68,2
2170,191,20,4
2171,1730,93,2
2172,801,26,4
2173,1630,6,4
2174,151,125,1
2175,431,176,4
2176,769,228,3
2177,1298,233,4
2178,1656,42,2
2179,612,3,2
2180,1351,146,5
2181,1751,9,1
2182,1999,88,3
2183,992,158,5
2184,1120,2,2
2185,1069,190,3
2186,1898,32,2
2187,1242,8,5
2188,48,133,5
2189,1559,40,2
2190,1776,94,1
2191,1841,56,1
2192,671,36,2
2193,171,187,2
2194,549,71,4
2195,409,245,1
2196,714,182,5
2197,1336,76,4
2198,1527,208,4
2199,894,132,4
2200,1889,50,3
2201,355,51,3
2202,1970,101,1
2203,1196,204,5
2204,639,43,2
2205,1954,185,4
2206,888,227,4
2207,868,153,3
2208,1671,82,5
2209,221,156,4
2210,880,52,5
2211,723,96,1
2212,921,43,1
2213,1963,131,3
2214,1202,105,3
2215,1237,212,5
2216,722,102,1
2217,235,47,3
2218,880,203,2
2219,733,63,1
2220,441,169,3
2221,762,38,3
2222,251,3,3
2223,1410,3,3
2224,438,120,5
2225,1629,83,2
2226,1151,17,4
2227,581,155,2
2228,1080,56,1
2229,1149,72,5
2230,1938,227,1
2231,1176,229,4
2232,1398,194,4
2233,651,209,3
2234,406,51,1
2235,1644,127,4
2236,96,71,4
2237,245,32,4
2238,351,154,3
2239,1211,99,2
2240,1181,6,3
2241,37,165,5
2242,10,234,4
2243,583,34,4
2244,76,230,5
2245,1881,136,1
2246,691,166,1
2247,143,121,1
2248,1700,206,4
2249,1482,78,3
2250,650,193,3
2251,820,21,5
2252,1587,81,4
2253,1255,13,4
2254,612,179,4
2255,1011,218,1
2256,1727,96,5
2257,211,8,2
2258,98,212,1
2259,285,27,3
2260,1765,177,4
2261,464,44,1
2262,392,186,3
2263,1672,232,5
2264,11,240,1
2265,532,227,1
2266,227,13,3
2267,154,68,3
2268,1409,157,4
2269,553,179,2
2270,1895,36,5
2271,944,31,2
2272,654,221,2
2273,1543,150,4
2274,1305,115,1
2275,1069,136,2
2276,1184,123,4
2277,2000,72,3
2278,1583,188,4
2279,463,24,3
2280,1570,76,1
2281,723,143,2
2282,1351,166,2
2283,1424,20,1
2284,1991,127,1
2285,436,4,2
2286,959,210,4
2287,385,125,1
2288,698,54,5
2289,1560,136,5
2290,1759,81,3
2291,1452,117,2
2292,1737,130,1
2293,1873,34,2
2294,1878,94,4
2295,1997,116,5
2296,1052,52,4
2297,385,18,3
2298,867,43,3
2299,1949,223,5
2300,1328,27,2
2301,945,225,1
2302,1526,29,2
2303,34,229,4
2304,384,69,1
2305,976,170,5
2306,928,91,3
2307,243,238,5
2308,173,91,4
2309,435,39,4
2310,1029,111,5
2311,684,14,4
2312,559,95,1
2313,101,167,4
2314,1500,238,4
2315,398,76,2
2316,825,46,5
2317,566,136,5
2318,1011,133,4
2319,224,175,1
2320,1324,64,1
2321,450,30,1
2322,1834,10,5
2323,546,62,1
2324,1090,26,3
2325,464,226,5
2326,1433,184,4
2327,803,101,1
2328,451,188,3
2329,1015,53,2
2330,1610,53,3
2331,1305,74,5
2332,590,188,1
2333,194,48,5
2334,1860,180,5
2335,977,190,3
2336,1747,233,2
2337,349,81,1
2338,342,48,3
2339,1843,117,2
2340,1971,4,4
2341,877,86,1
2342,364,250,3
2343,1805,20,2
2344,1392,195,1
2345,1217,91,4
2346,1195,1,4
2347,1789,64,4
2348,225,12,1
2349,1162,175,3
2350,1711,59,5
2351,1031,43,2
2352,1588,25,1
2353,624,206,3
2354,927,126,3
2355,1118,66,4
2356,520,94,4
2357,28,212,3
2358,617,182,3
2359,1826,133,5
2360,992,29,3
2361,1405,133,1
2362,303,106,2
2363,1351,37,3
2364,1020,8,2
2365,1183,190,4
2366,737,53,1
2367,397,236,4
2368,1309,28,3
2369,1797,161,5
2370,1842,234,4
2371,1963,225,5
2372,359,68,3
2373,1819,85,4
2374,1207,107,3
2375,634,49,1
2376,1187,134,3
2377,1709,157,1
2378,888,204,4
2379,1161,248,3
2380,591,29,1
2381,1022,238,2
2382,956,175,2
2383,1072,248,3
2384,1278,143,2
2385,622,125,3
2386,133,205,3
2387,32,117,1
2388,446,73,5
2389,253,14,4
2390,627,2,4
2391,722,170,1
2392,103,65,2
2393,718,225,3
2394,1609,220,5
2395,1363,246,5
2396,318,245,1
2397,1461,70,2
2398,1502,51,4
2399,1199,236,1
2400,596,57,1
2401,970,239,3
2402,510,208,4
2403,866,103,1
2404,1829,67,3
2405,1223,80,2
2406,1155,112,3
2407,1648,149,2
2408,1400,197,2
2409,513,35,4
2410,1136,52,3
2411,625,22,3
2412,1161,238,4
2413,1118,47,4
2414,1603,225,4
2415,197,36,5
2416,906,178,3
2417,1032,240,3
2418,960,91,4
2419,956,108,4
2420,945,8,5
2421,55,246,4
2422,182,194,2
2423,1260,233,3
2424,1612,63,5
2425,1049,96,2
2426,1272,140,5
2427,1798,76,1
2428,1547,217,4
2429,258,104,1
2430,948,207,5
2431,943,215,1
2432,174,15,3
2433,1700,167,1
2434,683,153,1
2435,1684,75,5
2436,987,177,3
2437,1771,16,1
2438,1517,150,5
2439,1515,184,1
2440,1437,53,5
2441,296,144,4
2442,280,58,2
2443,617,161,3
2444,1473,240,1
2445,1650,125,5
2446,1409,52,1
2447,138,1,2
2448,1237,226,1
2449,1065,25,2
2450,419,27,4
2451,51,214,5
2452,909,101,1
2453,1897,32,3
2454,829,124,2
2455,1680,61,5
2456,534,211,5
2457,1396,113,5
2458,253,111,2
2459,1303,6,2
2460,291,210,2
2461,350,131,5
2462,411,122,4
2463,594,75,1
2464,1965,151,4
2465,753,171,3
2466,802,99,1
2467,951,107,4
2468,304,8,3
2469,937,31,5
2470,798,3,5
2471,621,9,5
2472,911,11,3
2473,1972,36,4
2474,1808,186,4
2475,568,3,2
2476,733,129,5
2477,432,90,5
2478,800,132,1
2479,358,168,2
2480,721,168,5
2481,695,118,2
2482,571,201,3
2483,1892,101,1
2484,1877,215,4
2485,772,247,4
2486,1241,169,2
2487,1180,182,5
2488,1589,169,5
2489,531,34,3
2490,1206,245,5
2491,713,150,5
2492,1700,104,1
2493,93,8,2
2494,475,25,1
2495,1023,240,4
2496,663,195,2
2497,1581,207,2
2498,216,231,2
2499,1492,229,4
2500,1548,250,4
2501,1890,17,1
2502,1254,65,1
2503,77,217,1
2504,905,196,3
2505,1243,162,1
2506,1892,45,3
2507,221,179,4
2508,774,35,5
2509,1140,52,2
2510,518,126,4
2511,1391,74,2
2512,413,190,2
2513,889,209,5
2514,1657,203,2
2515,177,150,1
2516,1289,246,1
2517,417,9,2
2518,1830,2,3
2519,1586,105,5
2520,1120,222,1
2521,698,48,5
2522,1017,49,2
2523,1169,212,4
2524,1026,91,3
2525,1267,231,5
2526,1748,36,1
2527,899,110,4
2528,1790,19,5
2529,161,33,5
2530,611,26,1
2531,1022,60,1
2532,1232,139,3
2533,47,58,3
2534,1889,213,3
2535,800,181,3
2536,140,224,2
2537,1983,74,1
2538,1095,148,2
2539,1748,133,5
2540,1025,80,4
2541,1267,15,5
2542,1429,229,1
2543,1194,121,3
2544,1338,8,1
2545,693,108,3
2546,411,86,1
2547,286,53,5
2548,1673,188,3
2549,1893,194,1
2550,483,127,1
2551,1650,243,5
2552,1853,157,1
2553,709,19,4
2554,1226,190,5
2555,1904,21,5
2556,981,243,2
2557,555,186,1
2558,214,10,4
2559,1040,58,3
2560,884,123,3
2561,1601,218,2
2562,44,239,1
2563,54,199,2
2564,1095,156,4
2565,1397,176,1
2566,1132,124,1
2567,793,197,4
2568,1425,33,4
2569,1437,110,5
2570,283,30,4
2571,242,230,5
2572,1851,95,3
2573,397,88,4
2574,1881,15,2
2575,476,24,5
2576,21,59,4
2577,1531,193,5
2578,1164,12,1
2579,1789,185,2
2580,1665,15,1
2581,117,33,4
2582,370,73,1
2583,644,90,5
2584,1342,228,2
2585,599,34,5
2586,815,123,1
2587,1345,20,1
2588,513,241,5
2589,422,127,3
2590,1839,235,2
2591,909,183,3
2592,1929,94,5
2593,600,223,2
2594,1079,229,3
2595,654,179,5
2596,1032,27,1
2597,710,231,4
2598,1445,244,5
2599,996,72,1
2600,417,234,2
2601,1724,250,5
2602,473,79,5
2603,432,32,3
2604,1485,209,2
2605,74,61,4
2606,1332,196,4
2607,1952,30,1
2608,1022,215,1
2609,554,72,5
2610,787,77,1
2611,123,72,5
2612,787,127,1
2613,1767,98,4
2614,910,12,2
2615,422,98,2
2616,1352,111,5
2617,108,170,3
2618,65,139,3
2619,1920,7,5
2620,1546,229,3
2621,1890,213,3
2622,1660,193,5
2623,444,194,1
2624,699,186,5
2625,889,222,4
2626,1603,187,1
2627,1654,28,5
2628,795,244,3
2629,1759,241,5
2630,950,109,5
2631,1473,146,5
2632,533,42,4
2633,958,191,2
2634,271,233,1
2635,575,205,3
2636,176,64,5
2637,606,87,5
2638,809,10,5
2639,562,93,3
2640,1351,65,5
2641,26,32,3
2642,1165,170,3
2643,1713,68,2
2644,909,119,1
2645,901,3,4
2646,76,248,3
2647,984,164,5
2648,447,105,1
2649,1187,241,1
2650,567,230,5
2651,1130,81,1
2652,903,47,3
2653,1569,202,3
2654,532,223,4
2655,261,59,2
2656,301,224,5
2657,1344,13,2
2658,235,168,1
2659,378,176,5
2660,1763,113,5
2661,650,11,5
2662,1470,59,1
2663,1950,183,3
2664,1998,66,1
2665,1390,217,3
2666,1107,184,1
2667,1230,61,3
2668,224,20,5
2669,909,29,5
2670,159,61,2
2671,668,147,3
2672,1699,211,4
2673,147,165,4
2674,1794,73,2
2675,51,84,5
2676,1615,93,3
2677,1998,105,3
2678,964,242,3
2679,1274,8,2
2680,755,12,3
2681,1906,39,5
2682,53,28,5
2683,434,207,3
2684,1047,184,5
2685,1605,149,3
2686,1925,56,4
2687,1702,150,1
2688,1346,186,2
2689,781,196,1
2690,1957,20,2
2691,1158,129,5
2692,1291,141,4
2693,1104,188,1
2694,1736,225,5
2695,1635,14,5
2696,968,169,5
2697,1066,113,3
2698,552,50,5
2699,601,234,2
2700,674,63,3
2701,473,117,3
2702,1533,249,1
2703,1420,62,4
2704,1501,246,4
2705,742,21,3
2706,1148,130,1
2707,1874,93,4
2708,1240,59,4
2709,1611,108,2
2710,1167,212,2
2711,1896,138,2
2712,1591,233,4
2713,1381,150,2
2714,1241,67,3
2715,700,81,1
2716,167,105,4
2717,1035,38,5
2718,1013,162,2
2719,1843,47,4
2720,32,43,1
2721,858,68,5
2722,1457,239,4
2723,1522,26,2
2724,1781,9,4
2725,50,177,2
2726,150,34,5
2727,1776,136,4
2728,1852,109,3
2729,262,103,5
2730,495,183,3
2731,244,87,3
2732,1212,156,5
2733,221,185,1
2734,152,190,3
2735,1946,115,4
2736,1292,116,4
2737,593,194,4
2738,1434,35,2
2739,1483,197,5
2740,1877,210,5
2741,172,39,1
2742,1216,152,3
2743,1381,167,4
2744,777,83,4
2745,362,131,5
2746,573,242,1
2747,476,77,4
2748,699,13,5
2749,1061,230,5
2750,1188,131,4
2751,585,83,4
2752,653,194,2
2753,1953,37,1
2754,1668,242,2
2755,882,133,3
2756,1178,226,5
2757,644,26,3
2758,584,43,1
2759,590,71,4
2760,899,58,2
2761,591,241,3
2762,1242,193,1
2763,1894,60,3
2764,289,25,2
2765,1131,215,5
2766,1546,44,1
2767,1226,232,1
2768,1966,229,5
2769,1102,205,2
2770,14,126,1
2771,757,53,3
2772,1929,243,5
2773,874,188,4
2774,1067,33,4
2775,605,236,1
2776,1467,181,1
2777,911,228,4
2778,1011,68,1
2779,1771,36,3
2780,1499,172,1
2781,1984,91,1
2782,1525,204,2
2783,1490,20,3
2784,321,130,3
2785,566,117,5
2786,1377,199,1
2787,1448,177,3
2788,1828,237,1
2789,888,26,5
2790,651,49,5
2791,1354,215,1
2792,1944,163,1
2793,504,36,5
2794,771,224,2
2795,1380,51,3
2796,963,39,4
2797,1667,48,4
2798,579,34,2
2799,1301,225,1
2800,1948,133,2
2801,7,112,1
2802,1005,143,5
2803,428,182,2
2804,80,108,3
2805,1257,98,5
2806,481,164,3
2807,992,136,2
2808,1798,77,2
2809,1793,75,4
2810,1004,204,4
2811,1225,92,5
2812,986,76,1
2813,449,29,3
2814,860,249,4
2815,667,64,4
2816,238,46,4
2817,1959,82,1
2818,712,179,4
2819,1444,33,4
2820,1721,207,4
2821,1231,106,2
2822,60,75,3
2823,1040,56,4
2824,125,144,3
2825,536,173,3
2826,843,101,4
2827,871,103,3
2828,1869,14,3
2829,995,187,2
2830,696,163,1
2831,632,115,4
2832,454,147,2
2833,1098,53,1
2834,1942,248,5
2835,1251,85,2
2836,1239,139,1
2837,1947,185,1
2838,1644,98,1
2839,1599,181,3
2840,1869,91,5
2841,130,168,1
2842,1063,54,3
2843,1097,51,2
2844,1717,138,4
2845,1761,184,2
2846,595,206,2
2847,1866,96,3
2848,847,56,5
2849,1502,64,1
2850,74,217,1
2851,1547,241,5
2852,210,129,4
2853,1621,125,1
2854,322,73,3
2855,50,59,2
2856,70,70,1
2857,1666,201,4
2858,1343,103,2
2859,1676,190,3
2860,1766,22,1
2861,152,130,4
2862,42,4,5
2863,1239,236,2
2864,196,189,5
2865,1624,101,2
2866,1703,156,3
2867,1608,83,4
2868,1050,191,1
2869,619,71,4
2870,416,26,3
2871,1986,168,5
2872,966,97,3
2873,880,24,2
2874,1981,105,5
2875,571,124,3
2876,1859,180,5
2877,1038,63,4
2878,36,128,4
2879,1949,96,5
2880,1464,28,4
2881,459,148,1
2882,814,198,2
2883,916,95,4
2884,1154,28,3
2885,681,37,1
2886,196,144,2
2887,426,222,4
2888,1216,64,1
2889,290,104,5
2890,1717,122,5
2891,1481,215,5
2892,1558,60,1
2893,1572,127,3
2894,844,80,3
2895,1709,39,1
2896,659,177,5
2897,1227,105,1
2898,550,177,2
2899,1547,144,4
2900,1118,128,3
2901,1966,167,2
2902,660,119,4
2903,1054,143,1
2904,1887,27,4
2905,1433,20,4
2906,261,194,1
2907,332,134,1
2908,341,51,4
2909,1782,249,1
2910,80,227,4
2911,1015,44,5
2912,998,36,5
2913,857,103,1
2914,608,31,4
2915,603,185,3
2916,1071,83,5
2917,1822,96,5
2918,1332,43,2
2919,595,134,2
2920,1645,158,3
2921,1064,155,3
2922,967,119,2
2923,1918,85,2
2924,337,135,4
2925,21,82,4
2926,368,39,4
2927,138,2,3
2928,1437,49,2
2929,1422,25,5
2930,940,85,1
2931,126,160,4
2932,1218,41,1
2933,718,163,5
2934,1810,58,3
2935,1288,4,2
2936,563,73,4
2937,1197,187,3
2938,753,160,4
2939,1914,66,5
2940,1109,165,2
2941,159,152,2
2942,211,188,2
2943,574,46,3
2944,1155,27,2
2945,1633,134,5
2946,1321,197,4
2947,677,148,5
2948,1239,71,5
2949,1370,233,4
2950,429,44,1
2951,1605,60,2
2952,188,238,5
2953,301,37,2
2954,974,224,1
2955,663,20,1
2956,281,131,4
2957,872,171,4
2958,670,78,5
2959,1557,31,2
2960,1148,101,4
2961,1585,99,4
2962,728,80,5
2963,650,136,1
2964,1809,155,2
2965,1957,43,3
2966,1457,37,4
2967,1148,114,4
2968,1424,202,3
2969,1404,31,5
2970,1843,112,3
2971,365,7,3
2972,1752,120,3
2973,1492,109,2
2974,1264,144,2
2975,784,96,2
2976,1912,192,1
2977,402,114,3
2978,1078,50,1
2979,1201,80,3
2980,193,234,3
2981,1876,65,5
2982,1888,4,5
2983,560,9,3
2984,1315,123,4
2985,90,179,3
2986,562,161,1
2987,1989,147,1
2988,1768,184,4
2989,1245,162,4
2990,1005,45,4
2991,1536,224,5
2992,1654,27,1
2993,757,8,5
2994,1832,183,2
2995,1446,189,2
2996,1784,218,2
2997,170,108,1
2998,115,114,1
2999,644,25,5
3000,569,219,2
3001,1342,158,1
3002,682,215,3
3003,1839,182,2
3004,1855,151,3
3005,1058,4,4
3006,853,215,1
3007,134,50,5
3008,303,187,3
3009,172,45,4
3010,92,71,5
3011,407,177,5
3012,839,45,1
3013,638,71,5
3014,719,31,3
3015,955,146,1
3016,1160,239,4
3017,181,30,1
3018,374,187,1
3019,381,82,5
3020,1284,248,1
3021,1571,44,1
3022,446,164,3
3023,943,21,2
3024,631,215,2
3025,1531,194,2
3026,636,14,4
3027,1446,74,2
3028,572,36,5
3029,647,106,2
3030,1711,49,3
3031,1810,52,2
3032,605,67,4
3033,542,24,4
3034,728,149,3
3035,715,198,5
3036,921,213,2
3037,76,244,5
3038,790,40,5
3039,1165,54,4
3040,711,166,3
3041,425,88,5
3042,1130,213,3
3043,186,132,2
3044,529,56,4
3045,535,9,1
3046,1059,169,2
